student_id,grade,ses_level,homework_category,homework_minutes,math_score,reading_score,grade_label,homework_label
16852,0,3,2,15,39.7,67.9,Kindergarten,Less than 30 min
16853,4,1,2,15,46.1,61.0,4th Grade,Less than 30 min
16854,5,2,4,90,85.0,67.5,5th Grade,1-2 hours
16855,4,3,2,15,73.5,79.1,4th Grade,Less than 30 min
16856,5,3,2,15,69.9,84.9,5th Grade,Less than 30 min
16857,4,3,3,45,61.4,67.6,4th Grade,30-60 minutes
16858,0,1,3,45,35.7,35.4,Kindergarten,30-60 minutes
16859,4,2,3,45,76.7,70.9,4th Grade,30-60 minutes
16860,1,2,2,15,52.3,50.3,1st Grade,Less than 30 min
16861,2,3,1,0,45.4,47.7,2nd Grade,No homework
16862,1,1,3,45,58.7,59.3,1st Grade,30-60 minutes
16863,1,1,2,15,52.6,50.9,1st Grade,Less than 30 min
16864,2,2,5,150,52.1,31.4,2nd Grade,More than 2 hours
16865,2,1,3,45,31.2,60.3,2nd Grade,30-60 minutes
16866,3,2,1,0,42.5,41.8,3rd Grade,No homework
16867,4,3,4,90,80.3,64.6,4th Grade,1-2 hours
16868,1,2,1,0,28.2,51.5,1st Grade,No homework
16869,1,2,4,90,47.5,45.6,1st Grade,1-2 hours
16870,3,3,1,0,67.0,58.1,3rd Grade,No homework
16871,4,1,2,15,52.5,62.5,4th Grade,Less than 30 min
16872,5,2,3,45,51.1,73.4,5th Grade,30-60 minutes
16873,0,2,1,0,15.8,47.9,Kindergarten,No homework
16874,5,1,3,45,79.9,62.7,5th Grade,30-60 minutes
16875,3,1,3,45,46.0,46.5,3rd Grade,30-60 minutes
16876,3,2,3,45,76.5,36.6,3rd Grade,30-60 minutes
16877,0,3,1,0,48.3,53.2,Kindergarten,No homework
16878,2,3,4,90,62.6,58.6,2nd Grade,1-2 hours
16879,1,2,2,15,44.8,54.8,1st Grade,Less than 30 min
16880,1,1,4,90,42.9,24.1,1st Grade,1-2 hours
16881,3,1,1,0,56.7,,3rd Grade,No homework
16882,4,2,2,15,56.8,68.2,4th Grade,Less than 30 min
16883,4,1,3,45,61.7,68.0,4th Grade,30-60 minutes
16884,3,1,2,15,59.1,34.4,3rd Grade,Less than 30 min
16885,3,2,2,15,58.7,76.8,3rd Grade,Less than 30 min
16886,2,2,4,90,46.7,81.1,2nd Grade,1-2 hours
16887,5,2,3,45,67.4,77.2,5th Grade,30-60 minutes
16888,3,3,2,15,59.5,63.9,3rd Grade,Less than 30 min
16889,1,3,3,45,50.8,68.7,1st Grade,30-60 minutes
16890,1,2,1,0,53.1,30.6,1st Grade,No homework
16891,3,1,3,45,54.7,33.7,3rd Grade,30-60 minutes
16892,3,3,1,0,68.4,49.9,3rd Grade,No homework
16893,0,2,1,0,31.5,43.9,Kindergarten,No homework
16894,5,1,2,15,32.0,43.7,5th Grade,Less than 30 min
16895,4,2,4,90,84.2,76.9,4th Grade,1-2 hours
16896,3,2,1,0,58.5,44.6,3rd Grade,No homework
16897,0,2,1,0,42.4,44.0,Kindergarten,No homework
16898,2,2,2,15,48.2,85.0,2nd Grade,Less than 30 min
16899,5,2,3,45,46.5,66.1,5th Grade,30-60 minutes
16900,5,2,3,45,59.4,53.4,5th Grade,30-60 minutes
16901,1,2,2,15,48.5,62.1,1st Grade,Less than 30 min
16902,0,1,2,15,,20.1,Kindergarten,Less than 30 min
16903,2,1,4,90,43.6,53.5,2nd Grade,1-2 hours
16904,2,2,2,15,28.3,30.4,2nd Grade,Less than 30 min
16905,4,2,1,0,81.9,61.1,4th Grade,No homework
16906,5,2,4,90,70.3,68.9,5th Grade,1-2 hours
16907,2,2,5,150,62.9,51.3,2nd Grade,More than 2 hours
16908,0,1,1,0,40.9,27.4,Kindergarten,No homework
16909,5,2,3,45,82.0,63.2,5th Grade,30-60 minutes
16910,0,3,1,0,36.0,50.1,Kindergarten,No homework
16911,5,1,3,45,33.4,57.2,5th Grade,30-60 minutes
16912,3,2,2,15,,69.6,3rd Grade,Less than 30 min
16913,5,3,5,150,78.5,67.2,5th Grade,More than 2 hours
16914,1,1,1,0,49.1,40.3,1st Grade,No homework
16915,0,3,1,0,52.3,49.3,Kindergarten,No homework
16916,2,2,3,45,67.7,56.5,2nd Grade,30-60 minutes
16917,2,2,2,15,46.2,44.0,2nd Grade,Less than 30 min
16918,2,1,2,15,39.7,51.5,2nd Grade,Less than 30 min
16919,5,2,5,150,63.4,85.0,5th Grade,More than 2 hours
16920,4,2,3,45,58.8,55.7,4th Grade,30-60 minutes
16921,3,2,4,90,55.9,49.3,3rd Grade,1-2 hours
16922,1,3,1,0,65.9,,1st Grade,No homework
16923,4,2,2,15,73.5,63.3,4th Grade,Less than 30 min
16924,4,2,4,90,44.0,52.8,4th Grade,1-2 hours
16925,2,1,1,0,45.1,31.4,2nd Grade,No homework
16926,5,1,4,90,48.9,75.8,5th Grade,1-2 hours
16927,1,3,2,15,66.1,49.1,1st Grade,Less than 30 min
16928,1,1,2,15,25.6,41.1,1st Grade,Less than 30 min
16929,0,2,2,15,27.9,59.4,Kindergarten,Less than 30 min
16930,4,2,4,90,18.0,59.0,4th Grade,1-2 hours
16931,3,3,4,90,51.5,75.2,3rd Grade,1-2 hours
16932,1,2,1,0,40.0,66.5,1st Grade,No homework
16933,1,3,2,15,50.5,65.4,1st Grade,Less than 30 min
16934,0,2,1,0,27.2,44.7,Kindergarten,No homework
16935,1,3,3,45,50.7,52.1,1st Grade,30-60 minutes
16936,2,1,1,0,58.8,42.9,2nd Grade,No homework
16937,1,2,2,15,42.3,45.7,1st Grade,Less than 30 min
16938,1,1,1,0,23.0,46.6,1st Grade,No homework
16939,5,2,3,45,55.2,74.9,5th Grade,30-60 minutes
16940,3,2,3,45,48.6,45.4,3rd Grade,30-60 minutes
16941,4,1,2,15,57.6,57.0,4th Grade,Less than 30 min
16942,0,1,2,15,36.3,36.4,Kindergarten,Less than 30 min
16943,2,2,2,15,41.8,45.1,2nd Grade,Less than 30 min
16944,2,1,1,0,38.5,31.9,2nd Grade,No homework
16945,1,2,2,15,64.6,50.1,1st Grade,Less than 30 min
16946,0,1,3,45,38.5,38.4,Kindergarten,30-60 minutes
16947,5,2,5,150,65.0,81.8,5th Grade,More than 2 hours
16948,5,2,3,45,67.9,67.4,5th Grade,30-60 minutes
16949,0,2,1,0,37.9,47.4,Kindergarten,No homework
16950,2,2,1,0,65.9,50.7,2nd Grade,No homework
16951,5,2,4,90,76.2,67.6,5th Grade,1-2 hours
16952,0,3,2,15,37.2,33.0,Kindergarten,Less than 30 min
16953,3,2,2,15,61.8,46.4,3rd Grade,Less than 30 min
16954,5,2,3,45,66.7,56.1,5th Grade,30-60 minutes
16955,5,2,4,90,65.2,55.0,5th Grade,1-2 hours
16956,2,1,2,15,,61.9,2nd Grade,Less than 30 min
16957,1,3,3,45,63.9,48.2,1st Grade,30-60 minutes
16958,1,3,1,0,53.7,33.0,1st Grade,No homework
16959,5,2,4,90,76.8,85.0,5th Grade,1-2 hours
16960,5,3,3,45,79.2,71.1,5th Grade,30-60 minutes
16961,3,1,3,45,42.5,54.1,3rd Grade,30-60 minutes
16962,4,2,3,45,72.1,64.1,4th Grade,30-60 minutes
16963,4,3,3,45,82.2,60.5,4th Grade,30-60 minutes
16964,3,2,3,45,50.9,51.3,3rd Grade,30-60 minutes
16965,4,1,2,15,56.3,37.4,4th Grade,Less than 30 min
16966,4,2,5,150,42.5,67.2,4th Grade,More than 2 hours
16967,3,1,4,90,38.8,49.4,3rd Grade,1-2 hours
16968,1,3,2,15,50.3,55.0,1st Grade,Less than 30 min
16969,4,1,1,0,39.0,52.4,4th Grade,No homework
16970,2,2,1,0,47.1,55.8,2nd Grade,No homework
16971,1,2,3,45,44.1,50.6,1st Grade,30-60 minutes
16972,4,1,4,90,40.0,55.0,4th Grade,1-2 hours
16973,4,3,2,15,70.1,63.9,4th Grade,Less than 30 min
16974,5,2,4,90,66.4,72.9,5th Grade,1-2 hours
16975,1,2,2,15,41.0,49.8,1st Grade,Less than 30 min
16976,3,2,2,15,79.8,34.2,3rd Grade,Less than 30 min
16977,1,2,2,15,51.1,41.3,1st Grade,Less than 30 min
16978,5,3,4,90,75.6,85.0,5th Grade,1-2 hours
16979,0,2,1,0,56.3,27.4,Kindergarten,No homework
16980,3,2,2,15,55.2,66.1,3rd Grade,Less than 30 min
16981,4,1,1,0,66.8,69.4,4th Grade,No homework
16982,2,3,4,90,57.6,32.7,2nd Grade,1-2 hours
16983,5,2,4,90,68.9,69.6,5th Grade,1-2 hours
16984,5,2,3,45,59.7,84.1,5th Grade,30-60 minutes
16985,1,2,3,45,48.1,57.9,1st Grade,30-60 minutes
16986,0,2,4,90,36.5,50.1,Kindergarten,1-2 hours
16987,1,3,1,0,62.0,60.7,1st Grade,No homework
16988,1,2,1,0,37.7,41.5,1st Grade,No homework
16989,5,3,3,45,76.4,68.6,5th Grade,30-60 minutes
16990,5,2,5,150,48.5,81.6,5th Grade,More than 2 hours
16991,0,2,1,0,50.8,60.9,Kindergarten,No homework
16992,2,3,3,45,65.3,79.6,2nd Grade,30-60 minutes
16993,3,1,2,15,47.9,43.9,3rd Grade,Less than 30 min
16994,0,2,1,0,47.2,43.9,Kindergarten,No homework
16995,2,2,1,0,36.3,51.8,2nd Grade,No homework
16996,1,3,2,15,65.2,70.9,1st Grade,Less than 30 min
16997,3,1,2,15,40.8,50.1,3rd Grade,Less than 30 min
16998,3,1,3,45,33.1,48.5,3rd Grade,30-60 minutes
16999,4,1,4,90,68.6,71.3,4th Grade,1-2 hours
17000,0,2,3,45,40.4,33.7,Kindergarten,30-60 minutes
17001,4,2,2,15,72.9,56.9,4th Grade,Less than 30 min
17002,4,2,4,90,72.3,66.9,4th Grade,1-2 hours
17003,5,3,4,90,80.5,85.0,5th Grade,1-2 hours
17004,2,2,1,0,56.7,46.8,2nd Grade,No homework
17005,5,1,4,90,61.1,76.6,5th Grade,1-2 hours
17006,5,3,4,90,63.9,83.4,5th Grade,1-2 hours
17007,2,2,2,15,43.6,62.4,2nd Grade,Less than 30 min
17008,2,1,1,0,70.1,28.6,2nd Grade,No homework
17009,5,2,3,45,53.1,76.2,5th Grade,30-60 minutes
17010,4,3,3,45,65.5,84.8,4th Grade,30-60 minutes
17011,5,2,2,15,61.9,64.6,5th Grade,Less than 30 min
17012,4,2,2,15,70.7,57.3,4th Grade,Less than 30 min
17013,3,1,3,45,47.6,40.7,3rd Grade,30-60 minutes
17014,0,3,1,0,61.1,60.3,Kindergarten,No homework
17015,1,2,1,0,45.2,50.4,1st Grade,No homework
17016,5,3,3,45,73.4,85.0,5th Grade,30-60 minutes
17017,1,2,5,150,56.4,51.7,1st Grade,More than 2 hours
17018,0,2,1,0,36.6,36.9,Kindergarten,No homework
17019,4,1,2,15,55.7,41.3,4th Grade,Less than 30 min
17020,4,1,2,15,66.5,56.6,4th Grade,Less than 30 min
17021,1,1,1,0,49.8,45.9,1st Grade,No homework
17022,1,1,2,15,52.1,43.9,1st Grade,Less than 30 min
17023,2,2,4,90,69.1,66.0,2nd Grade,1-2 hours
17024,0,2,2,15,33.8,29.5,Kindergarten,Less than 30 min
17025,4,2,3,45,66.5,60.5,4th Grade,30-60 minutes
17026,1,2,2,15,39.3,45.1,1st Grade,Less than 30 min
17027,5,3,1,0,85.0,85.0,5th Grade,No homework
17028,4,3,1,0,73.2,70.3,4th Grade,No homework
17029,3,1,4,90,65.1,45.3,3rd Grade,1-2 hours
17030,1,2,2,15,40.0,32.0,1st Grade,Less than 30 min
17031,3,1,1,0,52.6,59.7,3rd Grade,No homework
17032,2,1,2,15,52.0,50.8,2nd Grade,Less than 30 min
17033,2,2,2,15,49.0,63.0,2nd Grade,Less than 30 min
17034,5,2,4,90,74.4,77.6,5th Grade,1-2 hours
17035,2,3,2,15,52.9,62.6,2nd Grade,Less than 30 min
17036,5,2,4,90,64.1,77.2,5th Grade,1-2 hours
17037,0,1,2,15,57.2,30.5,Kindergarten,Less than 30 min
17038,0,3,1,0,58.9,66.8,Kindergarten,No homework
17039,5,1,5,150,47.6,49.0,5th Grade,More than 2 hours
17040,3,1,2,15,39.8,62.1,3rd Grade,Less than 30 min
17041,3,2,2,15,65.0,71.2,3rd Grade,Less than 30 min
17042,3,3,4,90,51.9,80.1,3rd Grade,1-2 hours
17043,1,2,1,0,51.3,39.9,1st Grade,No homework
17044,4,2,3,45,47.1,48.9,4th Grade,30-60 minutes
17045,0,3,3,45,51.5,40.4,Kindergarten,30-60 minutes
17046,3,2,3,45,54.8,64.9,3rd Grade,30-60 minutes
17047,3,3,2,15,38.4,59.0,3rd Grade,Less than 30 min
17048,5,2,4,90,67.4,67.4,5th Grade,1-2 hours
17049,3,3,4,90,56.6,47.5,3rd Grade,1-2 hours
17050,0,3,1,0,71.3,61.7,Kindergarten,No homework
17051,3,2,3,45,47.0,52.3,3rd Grade,30-60 minutes
17052,0,2,4,90,42.2,42.3,Kindergarten,1-2 hours
17053,1,3,4,90,54.1,49.1,1st Grade,1-2 hours
17054,0,2,1,0,40.6,50.9,Kindergarten,No homework
17055,3,2,1,0,69.5,49.9,3rd Grade,No homework
17056,0,3,2,15,47.0,30.6,Kindergarten,Less than 30 min
17057,2,2,2,15,61.3,57.1,2nd Grade,Less than 30 min
17058,5,1,4,90,84.3,43.9,5th Grade,1-2 hours
17059,4,2,3,45,75.5,59.1,4th Grade,30-60 minutes
17060,0,2,2,15,46.2,42.3,Kindergarten,Less than 30 min
17061,1,1,2,15,26.6,52.8,1st Grade,Less than 30 min
17062,4,2,4,90,82.6,63.5,4th Grade,1-2 hours
17063,5,3,2,15,80.2,75.6,5th Grade,Less than 30 min
17064,0,1,1,0,32.2,22.5,Kindergarten,No homework
17065,4,1,4,90,67.6,57.6,4th Grade,1-2 hours
17066,3,3,3,45,68.6,63.9,3rd Grade,30-60 minutes
17067,3,2,3,45,64.5,55.6,3rd Grade,30-60 minutes
17068,5,1,5,150,60.1,60.2,5th Grade,More than 2 hours
17069,4,3,3,45,63.6,69.4,4th Grade,30-60 minutes
17070,5,2,4,90,50.1,77.7,5th Grade,1-2 hours
17071,2,2,1,0,36.8,51.5,2nd Grade,No homework
17072,3,2,3,45,60.0,52.0,3rd Grade,30-60 minutes
17073,3,1,2,15,47.1,62.3,3rd Grade,Less than 30 min
17074,1,3,2,15,41.5,42.8,1st Grade,Less than 30 min
17075,3,2,4,90,48.2,53.7,3rd Grade,1-2 hours
17076,1,2,2,15,59.8,51.1,1st Grade,Less than 30 min
17077,0,3,4,90,46.9,48.4,Kindergarten,1-2 hours
17078,2,1,3,45,,54.9,2nd Grade,30-60 minutes
17079,4,1,4,90,47.3,73.6,4th Grade,1-2 hours
17080,5,1,4,90,65.7,72.5,5th Grade,1-2 hours
17081,2,1,2,15,33.5,46.0,2nd Grade,Less than 30 min
17082,3,2,1,0,43.1,56.3,3rd Grade,No homework
17083,0,2,1,0,65.9,46.9,Kindergarten,No homework
17084,5,1,1,0,50.3,63.3,5th Grade,No homework
17085,3,1,5,150,42.8,67.3,3rd Grade,More than 2 hours
17086,4,1,3,45,52.5,54.5,4th Grade,30-60 minutes
17087,4,3,4,90,75.6,85.0,4th Grade,1-2 hours
17088,1,2,2,15,51.2,36.8,1st Grade,Less than 30 min
17089,3,2,3,45,58.8,54.0,3rd Grade,30-60 minutes
17090,5,2,4,90,60.9,64.2,5th Grade,1-2 hours
17091,0,2,1,0,38.3,40.1,Kindergarten,No homework
17092,4,1,4,90,60.7,49.2,4th Grade,1-2 hours
17093,5,3,5,150,56.5,62.1,5th Grade,More than 2 hours
17094,1,3,2,15,50.2,40.8,1st Grade,Less than 30 min
17095,5,2,4,90,66.3,67.9,5th Grade,1-2 hours
17096,5,2,2,15,81.9,85.0,5th Grade,Less than 30 min
17097,4,2,2,15,77.2,59.4,4th Grade,Less than 30 min
17098,1,2,2,15,48.8,25.0,1st Grade,Less than 30 min
17099,2,1,3,45,27.2,42.0,2nd Grade,30-60 minutes
17100,0,2,1,0,33.7,37.3,Kindergarten,No homework
17101,5,1,3,45,73.7,52.6,5th Grade,30-60 minutes
17102,5,1,1,0,48.7,36.2,5th Grade,No homework
17103,3,2,5,150,53.5,47.0,3rd Grade,More than 2 hours
17104,2,3,3,45,54.2,59.7,2nd Grade,30-60 minutes
17105,0,3,1,0,36.2,55.0,Kindergarten,No homework
17106,4,1,5,150,53.6,50.8,4th Grade,More than 2 hours
17107,4,1,1,0,43.3,70.8,4th Grade,No homework
17108,5,2,3,45,70.1,64.3,5th Grade,30-60 minutes
17109,4,3,1,0,74.5,69.7,4th Grade,No homework
17110,4,3,3,45,66.8,,4th Grade,30-60 minutes
17111,4,3,2,15,72.5,75.5,4th Grade,Less than 30 min
17112,3,2,2,15,68.4,50.8,3rd Grade,Less than 30 min
17113,2,1,4,90,66.7,,2nd Grade,1-2 hours
17114,5,1,3,45,51.6,72.2,5th Grade,30-60 minutes
17115,3,1,2,15,59.3,59.0,3rd Grade,Less than 30 min
17116,2,2,3,45,54.6,65.8,2nd Grade,30-60 minutes
17117,0,1,2,15,41.3,43.4,Kindergarten,Less than 30 min
17118,1,2,5,150,54.1,44.9,1st Grade,More than 2 hours
17119,3,2,3,45,54.4,40.6,3rd Grade,30-60 minutes
17120,1,1,3,45,52.6,52.9,1st Grade,30-60 minutes
17121,1,3,2,15,63.6,67.7,1st Grade,Less than 30 min
17122,3,2,2,15,66.5,49.3,3rd Grade,Less than 30 min
17123,1,3,2,15,65.4,61.4,1st Grade,Less than 30 min
17124,4,3,3,45,73.9,60.7,4th Grade,30-60 minutes
17125,2,1,2,15,55.1,47.9,2nd Grade,Less than 30 min
17126,3,2,3,45,58.4,59.0,3rd Grade,30-60 minutes
17127,0,1,1,0,23.7,58.4,Kindergarten,No homework
17128,1,3,4,90,59.7,64.0,1st Grade,1-2 hours
17129,2,2,5,150,50.2,61.2,2nd Grade,More than 2 hours
17130,4,3,3,45,69.2,79.5,4th Grade,30-60 minutes
17131,4,1,3,45,75.7,54.3,4th Grade,30-60 minutes
17132,1,2,2,15,39.6,45.5,1st Grade,Less than 30 min
17133,3,3,2,15,58.8,82.0,3rd Grade,Less than 30 min
17134,1,2,5,150,51.6,47.0,1st Grade,More than 2 hours
17135,5,1,1,0,47.4,82.5,5th Grade,No homework
17136,5,2,3,45,75.0,78.7,5th Grade,30-60 minutes
17137,3,1,2,15,52.1,,3rd Grade,Less than 30 min
17138,4,1,4,90,55.4,41.0,4th Grade,1-2 hours
17139,4,2,2,15,46.8,43.0,4th Grade,Less than 30 min
17140,4,2,4,90,53.8,60.6,4th Grade,1-2 hours
17141,4,3,3,45,81.6,57.3,4th Grade,30-60 minutes
17142,5,2,5,150,72.0,65.3,5th Grade,More than 2 hours
17143,3,2,5,150,73.5,33.1,3rd Grade,More than 2 hours
17144,3,1,4,90,52.5,60.4,3rd Grade,1-2 hours
17145,5,1,4,90,67.0,49.8,5th Grade,1-2 hours
17146,3,1,1,0,58.6,46.4,3rd Grade,No homework
17147,4,1,4,90,59.8,46.2,4th Grade,1-2 hours
17148,1,2,3,45,39.4,63.0,1st Grade,30-60 minutes
17149,2,2,2,15,28.8,33.7,2nd Grade,Less than 30 min
17150,0,3,1,0,,56.4,Kindergarten,No homework
17151,3,2,1,0,45.9,49.9,3rd Grade,No homework
17152,2,1,3,45,73.5,44.9,2nd Grade,30-60 minutes
17153,5,1,2,15,47.4,66.1,5th Grade,Less than 30 min
17154,3,3,3,45,84.4,77.3,3rd Grade,30-60 minutes
17155,4,2,3,45,62.3,72.2,4th Grade,30-60 minutes
17156,2,3,2,15,64.9,40.9,2nd Grade,Less than 30 min
17157,5,1,5,150,55.1,63.8,5th Grade,More than 2 hours
17158,3,1,4,90,49.8,40.0,3rd Grade,1-2 hours
17159,4,1,3,45,47.8,75.1,4th Grade,30-60 minutes
17160,1,3,4,90,58.6,59.3,1st Grade,1-2 hours
17161,3,1,4,90,47.7,66.6,3rd Grade,1-2 hours
17162,3,2,3,45,49.9,45.7,3rd Grade,30-60 minutes
17163,3,2,2,15,41.7,51.8,3rd Grade,Less than 30 min
17164,5,2,3,45,60.3,72.9,5th Grade,30-60 minutes
17165,5,1,4,90,62.9,56.7,5th Grade,1-2 hours
17166,5,2,4,90,56.8,,5th Grade,1-2 hours
17167,3,1,3,45,36.8,44.4,3rd Grade,30-60 minutes
17168,5,3,5,150,78.0,74.1,5th Grade,More than 2 hours
17169,5,1,1,0,26.8,62.8,5th Grade,No homework
17170,1,1,1,0,34.2,38.0,1st Grade,No homework
17171,2,2,4,90,46.4,46.7,2nd Grade,1-2 hours
17172,1,3,1,0,54.1,43.7,1st Grade,No homework
17173,0,2,1,0,39.5,41.5,Kindergarten,No homework
17174,1,2,4,90,38.2,46.2,1st Grade,1-2 hours
17175,0,1,2,15,31.9,28.4,Kindergarten,Less than 30 min
17176,4,1,3,45,53.3,51.4,4th Grade,30-60 minutes
17177,2,2,3,45,55.3,48.2,2nd Grade,30-60 minutes
17178,1,1,2,15,,43.1,1st Grade,Less than 30 min
17179,4,2,3,45,62.6,62.6,4th Grade,30-60 minutes
17180,5,3,4,90,76.2,50.9,5th Grade,1-2 hours
17181,5,3,3,45,58.0,84.5,5th Grade,30-60 minutes
17182,3,1,4,90,19.9,50.0,3rd Grade,1-2 hours
17183,2,2,2,15,78.5,58.9,2nd Grade,Less than 30 min
17184,1,3,1,0,47.5,47.1,1st Grade,No homework
17185,1,3,1,0,42.2,57.8,1st Grade,No homework
17186,1,1,2,15,32.0,47.8,1st Grade,Less than 30 min
17187,2,2,4,90,,48.6,2nd Grade,1-2 hours
17188,5,3,3,45,77.8,64.7,5th Grade,30-60 minutes
17189,0,2,1,0,25.5,31.0,Kindergarten,No homework
17190,1,3,1,0,50.0,58.5,1st Grade,No homework
17191,1,2,2,15,63.7,39.3,1st Grade,Less than 30 min
17192,4,1,2,15,63.9,57.9,4th Grade,Less than 30 min
17193,2,1,1,0,49.2,53.9,2nd Grade,No homework
17194,2,1,3,45,42.9,27.7,2nd Grade,30-60 minutes
17195,0,1,2,15,37.5,37.2,Kindergarten,Less than 30 min
17196,2,3,4,90,60.7,60.6,2nd Grade,1-2 hours
17197,0,2,2,15,37.6,48.8,Kindergarten,Less than 30 min
17198,3,2,2,15,58.8,62.6,3rd Grade,Less than 30 min
17199,0,2,2,15,37.7,39.1,Kindergarten,Less than 30 min
17200,4,2,3,45,65.9,63.2,4th Grade,30-60 minutes
17201,3,1,1,0,42.3,63.1,3rd Grade,No homework
17202,4,3,3,45,85.0,65.9,4th Grade,30-60 minutes
17203,2,2,1,0,51.2,72.1,2nd Grade,No homework
17204,2,2,1,0,67.5,45.8,2nd Grade,No homework
17205,0,3,1,0,51.8,53.7,Kindergarten,No homework
17206,3,2,5,150,47.3,55.5,3rd Grade,More than 2 hours
17207,3,3,4,90,53.6,65.6,3rd Grade,1-2 hours
17208,2,3,2,15,56.3,47.7,2nd Grade,Less than 30 min
17209,4,1,2,15,62.3,33.9,4th Grade,Less than 30 min
17210,5,1,2,15,45.8,71.8,5th Grade,Less than 30 min
17211,4,3,3,45,77.3,67.8,4th Grade,30-60 minutes
17212,0,2,2,15,51.4,40.9,Kindergarten,Less than 30 min
17213,3,1,4,90,52.9,46.5,3rd Grade,1-2 hours
17214,0,2,1,0,44.9,44.8,Kindergarten,No homework
17215,4,2,3,45,63.0,51.7,4th Grade,30-60 minutes
17216,2,3,5,150,66.4,53.0,2nd Grade,More than 2 hours
17217,0,3,1,0,62.0,53.8,Kindergarten,No homework
17218,5,3,3,45,,85.0,5th Grade,30-60 minutes
17219,3,3,2,15,53.1,40.7,3rd Grade,Less than 30 min
17220,2,1,1,0,66.0,35.3,2nd Grade,No homework
17221,0,2,2,15,55.6,54.0,Kindergarten,Less than 30 min
17222,3,1,3,45,39.3,22.1,3rd Grade,30-60 minutes
17223,5,1,3,45,77.3,55.4,5th Grade,30-60 minutes
17224,3,3,2,15,44.5,58.4,3rd Grade,Less than 30 min
17225,5,2,4,90,72.1,,5th Grade,1-2 hours
17226,0,3,1,0,55.8,37.4,Kindergarten,No homework
17227,3,1,1,0,46.9,43.2,3rd Grade,No homework
17228,4,3,4,90,63.2,65.0,4th Grade,1-2 hours
17229,3,1,4,90,37.6,44.6,3rd Grade,1-2 hours
17230,0,1,2,15,39.2,31.6,Kindergarten,Less than 30 min
17231,3,2,3,45,75.2,60.2,3rd Grade,30-60 minutes
17232,3,2,2,15,63.7,64.4,3rd Grade,Less than 30 min
17233,4,2,4,90,76.1,65.5,4th Grade,1-2 hours
17234,4,3,3,45,61.1,82.6,4th Grade,30-60 minutes
17235,4,2,2,15,64.1,,4th Grade,Less than 30 min
17236,3,2,2,15,46.1,60.9,3rd Grade,Less than 30 min
17237,1,1,1,0,34.2,34.2,1st Grade,No homework
17238,2,2,2,15,44.2,55.0,2nd Grade,Less than 30 min
17239,4,2,2,15,63.9,81.0,4th Grade,Less than 30 min
17240,5,2,2,15,56.1,66.2,5th Grade,Less than 30 min
17241,0,2,1,0,35.3,51.3,Kindergarten,No homework
17242,3,3,2,15,68.5,59.7,3rd Grade,Less than 30 min
17243,1,1,1,0,41.1,25.1,1st Grade,No homework
17244,1,2,1,0,35.4,42.1,1st Grade,No homework
17245,3,2,1,0,52.2,65.2,3rd Grade,No homework
17246,3,1,2,15,44.5,55.8,3rd Grade,Less than 30 min
17247,0,3,1,0,54.9,47.8,Kindergarten,No homework
17248,4,2,3,45,61.1,85.0,4th Grade,30-60 minutes
17249,4,2,3,45,55.6,82.3,4th Grade,30-60 minutes
17250,5,2,2,15,50.0,,5th Grade,Less than 30 min
17251,1,3,4,90,39.9,64.4,1st Grade,1-2 hours
17252,3,2,3,45,52.7,45.4,3rd Grade,30-60 minutes
17253,2,2,3,45,50.7,48.4,2nd Grade,30-60 minutes
17254,2,1,3,45,28.1,53.2,2nd Grade,30-60 minutes
17255,3,1,2,15,69.4,27.8,3rd Grade,Less than 30 min
17256,4,1,3,45,53.5,54.5,4th Grade,30-60 minutes
17257,0,3,2,15,49.1,46.3,Kindergarten,Less than 30 min
17258,5,2,3,45,64.1,73.2,5th Grade,30-60 minutes
17259,4,3,3,45,53.6,61.8,4th Grade,30-60 minutes
17260,4,1,4,90,,73.2,4th Grade,1-2 hours
17261,4,2,3,45,77.3,85.0,4th Grade,30-60 minutes
17262,2,3,1,0,73.6,68.8,2nd Grade,No homework
17263,4,1,3,45,26.4,,4th Grade,30-60 minutes
17264,2,2,1,0,54.1,54.8,2nd Grade,No homework
17265,5,3,2,15,85.0,71.7,5th Grade,Less than 30 min
17266,1,3,2,15,51.3,41.8,1st Grade,Less than 30 min
17267,1,3,1,0,73.6,70.2,1st Grade,No homework
17268,3,3,4,90,63.1,63.2,3rd Grade,1-2 hours
17269,1,2,2,15,48.6,52.6,1st Grade,Less than 30 min
17270,2,1,2,15,34.6,47.7,2nd Grade,Less than 30 min
17271,2,2,1,0,48.3,46.9,2nd Grade,No homework
17272,5,3,2,15,64.8,63.0,5th Grade,Less than 30 min
17273,3,2,4,90,64.9,46.8,3rd Grade,1-2 hours
17274,2,2,2,15,,64.9,2nd Grade,Less than 30 min
17275,1,2,1,0,36.9,46.9,1st Grade,No homework
17276,2,2,3,45,28.4,45.0,2nd Grade,30-60 minutes
17277,3,1,2,15,46.9,42.9,3rd Grade,Less than 30 min
17278,4,2,3,45,54.5,57.8,4th Grade,30-60 minutes
17279,0,2,4,90,34.4,45.5,Kindergarten,1-2 hours
17280,1,2,1,0,41.3,28.1,1st Grade,No homework
17281,2,2,3,45,67.6,61.7,2nd Grade,30-60 minutes
17282,2,1,4,90,33.5,51.8,2nd Grade,1-2 hours
17283,2,2,1,0,38.9,63.3,2nd Grade,No homework
