artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
BEIST;Stjørna Heimbrentslag,Kongen av campen,0.65,0.844,0.116,0.418,0.0,0.291,0.341,country
Salebarbes,Good Lord,0.54,0.932,0.0551,0.0427,0.0,0.337,0.905,country
Lasse Stefanz,Huaröd,0.647,0.813,0.0758,0.135,0.0,0.173,0.826,country
Rotlaus,Syng mej en song,0.549,0.872,0.0332,0.00262,0.0,0.302,0.66,country
Tyler Braden;American Song Contest,Seventeen,0.401,0.656,0.0315,0.117,2.02e-05,0.107,0.27,country
Tomgang,Hjortefall,0.538,0.646,0.0423,0.0805,0.00671,0.0887,0.459,country
Bachman-Turner Overdrive,Hey You,0.491,0.849,0.0309,0.0526,0.0094,0.274,0.932,country
Bachman-Turner Overdrive,Takin' Care Of Business,0.728,0.919,0.0494,0.0495,0.0,0.152,0.963,country
Three Dog Night,An Old Fashioned Love Song - Single Version,0.456,0.555,0.0369,0.508,0.0194,0.106,0.776,country
Three Dog Night,An Old Fashioned Love Song - Single Version,0.456,0.555,0.0369,0.508,0.0194,0.106,0.776,country
Rascal Flatts,Bless The Broken Road,0.588,0.448,0.0265,0.668,1.37e-05,0.156,0.362,country
John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",0.406,0.188,0.0324,0.852,0.0,0.105,0.629,country
Thomas Rhett;Kane Brown;Ava Max,On Me (feat. Ava Max),0.548,0.721,0.0472,0.0119,0.0,0.216,0.594,country
Mitchell Tenpenny,Truth About You,0.492,0.708,0.0334,0.0975,0.0,0.12,0.697,country
Seaforth,Breakups,0.531,0.552,0.0309,0.436,0.0,0.0786,0.328,country
Randy Travis,"Forever and Ever, Amen",0.701,0.68,0.0264,0.303,1.51e-05,0.159,0.704,country
Restless Road;Kane Brown,Take Me Home (with Kane Brown),0.397,0.508,0.0384,0.443,0.0,0.135,0.323,country
Ingrid Andress,More Hearts Than Mine,0.375,0.428,0.029,0.109,0.0,0.105,0.361,country
Dan + Shay,I Should Probably Go To Bed,0.721,0.277,0.0365,0.634,0.0,0.112,0.309,country
Kane Brown;Lauren Alaina,What Ifs (feat. Lauren Alaina),0.612,0.799,0.0275,0.00898,0.0,0.172,0.687,country
Eddie Rabbitt,The Room at the Top of the Stairs - 2008 Version,0.772,0.412,0.0305,0.378,0.000199,0.184,0.605,country
Little Big Town,Girl Crush,0.5,0.225,0.0302,0.842,0.0,0.112,0.355,country
Don Williams,Sing Me Back Home,0.738,0.417,0.0261,0.392,0.00196,0.186,0.639,country
Don Williams,Shot Full Of Love,0.666,0.252,0.0264,0.548,0.0221,0.113,0.547,country
Don Williams,Lay Down Beside Me,0.496,0.196,0.0284,0.631,0.0473,0.102,0.207,country
Kenny Rogers,Coward Of The County,0.652,0.433,0.0588,0.134,7.37e-06,0.146,0.675,country
Dolly Parton;Kenny Rogers,Islands in the Stream,0.592,0.473,0.0354,0.681,0.0,0.0732,0.741,country
Bob Dylan,Like a Rolling Stone,0.482,0.721,0.0321,0.731,0.0,0.189,0.557,country
Tyler Childers,The Harvest,0.588,0.163,0.0341,0.936,0.0,0.115,0.559,country
The Bellamy Brothers,Let Your Love Flow,0.679,0.553,0.0316,0.0611,7.16e-06,0.139,0.946,country
Mini Thin,City Bitch,0.791,0.606,0.296,0.0706,0.0,0.33,0.799,country
Zach Bryan,From Austin,0.5,0.485,0.0422,0.633,1.26e-06,0.107,0.379,country
RaeLynn,Lonely Call,0.588,0.722,0.0289,0.0663,0.0,0.0721,0.243,country
Cody Johnson,Holes,0.47,0.572,0.0283,0.0574,0.0,0.0902,0.422,country
Upchurch,Wake Me Up,0.67,0.575,0.0423,0.0441,0.0,0.231,0.135,country
RaeLynn,Lonely Call,0.588,0.722,0.0289,0.0663,0.0,0.0721,0.243,country
Upchurch,Legend,0.909,0.77,0.271,0.115,0.0,0.106,0.757,country
Riley Green,Trouble With You,0.764,0.646,0.0403,0.254,0.0,0.113,0.434,country
RaeLynn,Tailgate,0.608,0.755,0.114,0.0525,0.0,0.0998,0.75,country
RaeLynn,Tailgate,0.608,0.755,0.114,0.0525,0.0,0.0998,0.75,country
38 Special,Caught Up In You,0.361,0.787,0.0363,0.0197,0.000586,0.0421,0.889,country
Hellbillies,20 år på vegen,0.356,0.568,0.0295,0.191,0.0,0.183,0.42,country
RaeLynn,Queens Don't,0.658,0.695,0.0279,0.0708,0.0,0.13,0.572,country
Boz Scaggs,I'm Easy,0.474,0.771,0.0571,0.115,0.0,0.0712,0.898,country
38 Special,Hold On Loosely,0.565,0.707,0.0298,0.0101,8.16e-05,0.0851,0.831,country
Adam Calhoun,Tombstone,0.671,0.733,0.361,0.229,0.0,0.139,0.62,country
RaeLynn,Queens Don't,0.658,0.695,0.0279,0.0708,0.0,0.13,0.572,country
RaeLynn,Queens Don't,0.658,0.695,0.0279,0.0708,0.0,0.13,0.572,country
Rotlaus;Synne,Ei tid - Akustisk versjon,0.492,0.694,0.0276,0.0765,0.0006,0.316,0.366,country
RaeLynn,The Apple,0.593,0.646,0.0396,0.173,0.0,0.112,0.571,country
Parker McCollum,Never Loved You At All,0.552,0.891,0.0344,0.0908,0.0,0.391,0.851,country
Staut,Slepp me inn,0.585,0.789,0.039,0.102,0.0,0.258,0.97,country
Tomgang,Scaniakusken,0.585,0.731,0.056,0.473,1.23e-05,0.134,0.853,country
Bailey Zimmerman,Never Comin' Home - Live Acoustic,0.585,0.51,0.0322,0.427,0.0,0.0997,0.436,country
Upchurch,Walking Tall,0.789,0.572,0.115,0.203,0.0,0.119,0.689,country
Free,All Right Now,0.785,0.481,0.101,0.0062,2.38e-06,0.122,0.77,country
Bailey Zimmerman,Never Comin' Home,0.556,0.59,0.029,0.25,0.0,0.109,0.573,country
Roger Miller,King Of The Road - Single Version,0.69,0.366,0.0634,0.62,0.0,0.121,0.544,country
Lasse Stefanz,Vi går mot ljuset,0.614,0.768,0.0288,0.419,1.81e-06,0.0839,0.846,country
Gunslingers,Hardanger,0.64,0.722,0.0396,0.0965,0.0,0.272,0.52,country
Niko Moon,GOOD TIME,0.802,0.59,0.0493,0.0874,0.0,0.275,0.687,country
Keith Urban,Blue Ain't Your Color,0.69,0.416,0.0335,0.617,1.37e-06,0.102,0.479,country
Juice Newton,Angel Of The Morning,0.452,0.313,0.026,0.433,2.6e-05,0.0772,0.344,country
Bailey Zimmerman,Rock and A Hard Place,0.582,0.568,0.0275,0.577,0.0,0.105,0.394,country
Music Travel Love;Francis Greg,I Want It That Way,0.575,0.368,0.0317,0.289,0.0,0.245,0.621,country
The Handsome Family,Far From Any Road,0.707,0.556,0.0303,0.19,0.0159,0.388,0.746,country
LeAnn Rimes,How Do I Live,0.577,0.462,0.0279,0.128,0.0,0.0822,0.258,country
Leo Sayer,More Than I Can Say - Remastered,0.726,0.506,0.0239,0.213,3.41e-05,0.332,0.72,country
Dan + Shay,Glad You Exist - Acoustic,0.538,0.386,0.0309,0.797,0.0,0.119,0.653,country
Faith Hill,Breathe,0.529,0.496,0.029,0.173,0.0,0.251,0.278,country
Dan + Shay,You,0.544,0.572,0.0319,0.118,0.0,0.234,0.52,country
Don Williams,Amanda,0.653,0.369,0.0307,0.747,0.0059,0.115,0.478,country
Billy Ray Cyrus,Achy Breaky Heart,0.8,0.563,0.0303,0.051,0.0,0.0797,0.961,country
Spencer Crandall,My Person,0.567,0.753,0.0487,0.0894,0.0,0.13,0.756,country
The Chicks,Cowboy Take Me Away,0.467,0.622,0.031,0.365,0.00527,0.0982,0.455,country
Alan Jackson,Chattahoochee,0.606,0.706,0.0379,0.362,0.0,0.16,0.819,country
Rascal Flatts,I Won't Let Go,0.557,0.406,0.0278,0.742,0.0,0.113,0.222,country
Dan Seals,One Friend,0.459,0.0565,0.0371,0.815,0.0,0.105,0.386,country
Riley Green,Play Her Tonight,0.529,0.906,0.0677,0.265,0.0,0.1,0.836,country
Tyler Childers,We've Had Our Fun,0.574,0.306,0.0292,0.865,0.00258,0.117,0.491,country
Upchurch,Hideas 9,0.942,0.76,0.163,0.0648,5.79e-05,0.134,0.37,country
Tenille Arts,Somebody Like That,0.574,0.798,0.0485,0.0152,0.0,0.111,0.58,country
The J. Geils Band,On Borrowed Time,0.511,0.42,0.0418,0.633,0.000267,0.0417,0.405,country
Joe Nichols,Good Day for Living,0.436,0.849,0.0689,0.0122,0.0,0.122,0.696,country
Rotlaus,Bygderamp,0.487,0.723,0.0278,0.0567,0.0,0.377,0.257,country
Upchurch,Radio Jam,0.465,0.612,0.0529,0.304,0.0,0.0407,0.282,country
Bleu Edmondson,$50 Dollars and a Flask of Crown,0.748,0.695,0.0358,0.215,0.000264,0.246,0.876,country
Riley Green,Dixieland Delight - Live,0.254,0.909,0.0713,0.00112,0.000334,0.925,0.437,country
Crashville,PØBEL,0.558,0.742,0.0287,0.0132,4.48e-06,0.0817,0.809,country
Reckless Kelly,Crazy Eddie's Last Hurrah,0.53,0.87,0.0936,0.0146,6.84e-06,0.367,0.735,country
Cody Johnson,Chain Drinkin',0.575,0.793,0.0426,0.199,0.0,0.0818,0.817,country
Adam Calhoun;Big Murph,Shut Up,0.837,0.654,0.16,0.0771,0.0,0.432,0.292,country
Upchurch,Bells,0.528,0.795,0.039,0.00458,0.000264,0.125,0.539,country
Canned Heat,Goin' Up The Country,0.628,0.356,0.0386,0.932,0.000608,0.116,0.605,country
Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,0.403,0.903,0.0664,0.574,0.305,0.287,0.498,country
Tomgang,Ei tid e forbi,0.647,0.809,0.0267,0.00781,4.18e-05,0.237,0.665,country
Upchurch,Roots Run Deep,0.535,0.64,0.0286,0.28,1.29e-05,0.101,0.388,country
High Valley,I Be U Be,0.442,0.746,0.0335,0.0074,0.0,0.0996,0.415,country
High Valley,I Be U Be,0.442,0.746,0.0335,0.0074,0.0,0.0996,0.415,country
Upchurch,Spotlight,0.432,0.692,0.0337,0.000363,0.0,0.149,0.373,country
Cody Johnson,Hurtin',0.487,0.821,0.0406,0.0407,0.0,0.272,0.539,country
High Valley,Roads We've Never Taken,0.627,0.962,0.0574,0.0111,2.43e-06,0.204,0.559,country
High Valley,River's Still Running,0.542,0.795,0.0262,0.0251,0.0,0.122,0.476,country
Rotlaus,Ei runde til,0.608,0.832,0.0237,0.0153,1.07e-05,0.179,0.525,country
High Valley,River's Still Running,0.542,0.795,0.0262,0.0251,0.0,0.122,0.476,country
High Valley,I Be U Be,0.442,0.746,0.0335,0.0074,0.0,0.0996,0.415,country
High Valley,River's Still Running,0.542,0.795,0.0262,0.0251,0.0,0.122,0.476,country
Byting,Huldersølv,0.701,0.637,0.0265,0.243,0.0,0.0934,0.865,country
Bailey Zimmerman,Small Town Crazy,0.502,0.877,0.0746,0.0129,0.0,0.244,0.696,country
Corey Smith,F*** the Po-Po,0.481,0.468,0.0605,0.817,0.0,0.933,0.443,country
Music Travel Love,"Take Me Home, Country Roads (Acoustic)",0.703,0.316,0.0332,0.736,0.0,0.222,0.645,country
Gerry Rafferty,Right Down the Line,0.783,0.322,0.0343,0.213,0.00243,0.114,0.77,country
Shania Twain,Forever And For Always,0.469,0.722,0.0326,0.232,0.0,0.123,0.529,country
Alan Jackson,What A Friend We Have In Jesus,0.449,0.174,0.0292,0.903,0.0,0.124,0.288,country
Morgan Wallen,Whiskey Glasses,0.614,0.68,0.0289,0.369,1.84e-06,0.115,0.707,country
Brett Eldredge,Wanna Be That Song,0.518,0.686,0.0313,0.114,0.0,0.114,0.334,country
Shania Twain,You're Still The One - Remixed/Remastered 2004,0.545,0.597,0.0336,0.3,0.0,0.0783,0.559,country
Sam Hunt,Body Like A Back Road,0.732,0.458,0.0311,0.447,0.0,0.136,0.661,country
Luke Bryan,Play It Again,0.506,0.886,0.0655,0.0916,0.0,0.0734,0.595,country
Eagles,New Kid in Town - 2013 Remaster,0.649,0.425,0.0267,0.378,0.0013,0.108,0.651,country
Hunter Hayes,Wanted,0.421,0.476,0.0298,0.268,0.0,0.0816,0.3,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Alan Jackson,Good Time,0.652,0.767,0.0372,0.0355,6.92e-06,0.397,0.73,country
Kelsea Ballerini,MUSCLE MEMORY,0.596,0.786,0.0391,0.00715,0.0,0.192,0.788,country
Don Williams,Stay Young,0.77,0.482,0.026,0.729,0.00983,0.0725,0.707,country
Derek & The Dominos,Layla,0.404,0.902,0.0665,0.577,0.297,0.287,0.497,country
Lynyrd Skynyrd,Simple Man,0.422,0.752,0.0449,0.0366,0.000119,0.129,0.403,country
Lady A,What If I Never Get Over You,0.576,0.724,0.0274,0.016,0.0,0.107,0.34,country
Kenny Rogers;Sheena Easton,We've Got Tonight,0.543,0.227,0.0298,0.767,4.29e-05,0.103,0.292,country
Bob Dylan,Mr. Tambourine Man,0.39,0.31,0.0676,0.794,0.0,0.379,0.584,country
Dolly Parton,Jolene,0.674,0.537,0.0363,0.566,0.0,0.131,0.809,country
Eagles,Desperado - 2013 Remaster,0.228,0.224,0.0311,0.946,0.000222,0.273,0.18,country
Music Travel Love,When You Say Nothing at All (Live in Nashville),0.717,0.397,0.0269,0.743,0.0,0.112,0.48,country
Zach Bryan,Late July,0.532,0.354,0.0504,0.736,0.0,0.11,0.419,country
Aaron Watson,Barbed Wire Halo,0.546,0.383,0.032,0.403,0.0,0.0924,0.372,country
Upchurch,Hillbilly Psycho,0.488,0.737,0.0941,0.0131,0.0,0.349,0.272,country
Stoney LaRue,Look At Me Fly,0.532,0.821,0.0323,0.0553,0.0014,0.113,0.368,country
Koe Wetzel,SideChick,0.497,0.366,0.0255,0.33,0.0,0.0907,0.139,country
Upchurch,Busy,0.806,0.873,0.243,0.00872,0.0,0.0897,0.705,country
Vassendgutane,Hjortejakt,0.62,0.828,0.0251,0.0658,0.0,0.293,0.766,country
Upchurch,Don't Come Knockin,0.67,0.717,0.111,0.00406,0.0,0.166,0.313,country
Too Far Gone,Kæm Tok Ho Me Sæ,0.545,0.621,0.0289,0.159,3.85e-05,0.292,0.339,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Derek & The Dominos,Layla,0.459,0.89,0.0487,0.451,0.11,0.306,0.447,country
Spelloppmaker,Langt Herifrå,0.547,0.676,0.0336,0.498,0.0,0.147,0.149,country
Plumbo,Gamle helter,0.686,0.797,0.0288,0.0184,0.0,0.345,0.854,country
Kenny Chesney;Jimmy Buffett,Trying to Reason With Hurricane Season (with Jimmy Buffett),0.738,0.503,0.0309,0.613,1.16e-05,0.1,0.556,country
Peter Frampton,Show Me The Way,0.7,0.726,0.0329,0.436,1.11e-06,0.0914,0.64,country
Cayouche,La chaîne de mon tracteur,0.603,0.198,0.0319,0.952,0.000146,0.0999,0.734,country
Gunnar & The Grizzly Boys,Standard American,0.72,0.922,0.113,0.0323,0.0,0.452,0.687,country
Salebarbes,Marcher l'plancher - Live,0.401,0.659,0.0678,0.184,9.56e-05,0.822,0.787,country
Ashley Monroe,Hands On You,0.356,0.417,0.038,0.0313,1.36e-05,0.155,0.316,country
Koe Wetzel,Lubbock,0.562,0.948,0.0359,0.0323,0.0,0.369,0.94,country
Riley Green,Hell Of A Way To Go,0.481,0.74,0.0277,0.0262,0.0,0.157,0.669,country
Tomgang,Ein Anleggsslusk,0.563,0.653,0.0464,0.068,0.000357,0.374,0.613,country
Salebarbes,Gagner sa vie,0.602,0.875,0.0422,0.291,0.0,0.386,0.977,country
Canned Heat,Let's Work Together,0.748,0.703,0.0362,0.114,1.39e-06,0.0646,0.882,country
Ashley Monroe,Tennessee Christmas,0.653,0.433,0.0243,0.505,1.65e-05,0.193,0.423,country
Ashley Monroe,Tennessee Christmas,0.653,0.433,0.0243,0.505,1.65e-05,0.193,0.423,country
Ashley Monroe,Tennessee Christmas,0.653,0.433,0.0243,0.505,1.65e-05,0.193,0.423,country
Russell Dickerson,Yours,0.554,0.722,0.034,0.119,0.0,0.0861,0.558,country
Carrie Underwood;Ludacris,The Champion,0.663,0.875,0.183,0.0821,0.0,0.124,0.51,country
Megan Moroney,Tennessee Orange,0.38,0.488,0.029,0.126,7.23e-06,0.115,0.268,country
Maren Morris,My Church,0.517,0.743,0.0363,0.243,3.36e-06,0.107,0.664,country
Collin Raye,"Love, Me",0.6,0.242,0.031,0.697,0.0,0.128,0.3,country
George Strait,Amarillo By Morning,0.606,0.361,0.0346,0.264,3.39e-05,0.38,0.621,country
Kelsea Ballerini,I Hate Love Songs,0.385,0.446,0.0298,0.247,0.0,0.189,0.401,country
David J,Lost My Heartbreak,0.56,0.802,0.0373,0.0863,0.0,0.116,0.423,country
Bob Seger,Old Time Rock & Roll,0.714,0.937,0.0399,0.206,0.0,0.0731,0.964,country
Brooks & Dunn,Boot Scootin' Boogie,0.656,0.817,0.0435,0.22,0.0,0.304,0.862,country
Shania Twain,Any Man Of Mine,0.592,0.725,0.0412,0.207,0.0,0.148,0.784,country
Tyler Childers,Silence,0.502,0.301,0.0315,0.835,9.95e-05,0.34,0.261,country
Randall King,You in a Honky Tonk,0.626,0.705,0.0256,0.121,1.67e-05,0.341,0.62,country
Randall King,You in a Honky Tonk,0.626,0.705,0.0256,0.121,1.67e-05,0.341,0.62,country
Randall King,You in a Honky Tonk,0.626,0.705,0.0256,0.121,1.67e-05,0.341,0.62,country
Don Henley,The Boys Of Summer,0.516,0.549,0.0373,0.501,0.00572,0.184,0.907,country
Blake Shelton;Gwen Stefani,Nobody But You (Duet with Gwen Stefani),0.463,0.653,0.0273,0.111,0.000136,0.172,0.233,country
Randall King,You in a Honky Tonk,0.626,0.705,0.0256,0.121,1.67e-05,0.341,0.62,country
Stoney LaRue,Empty Glass,0.593,0.581,0.0249,0.548,0.000202,0.108,0.256,country
Randall King,You in a Honky Tonk,0.626,0.705,0.0256,0.121,1.67e-05,0.341,0.62,country
Upchurch,Who,0.853,0.791,0.246,0.0942,0.0,0.388,0.596,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Avery Anna,Critic,0.529,0.467,0.0263,0.23,0.0,0.0922,0.24,country
Avery Anna,Critic,0.529,0.467,0.0263,0.23,0.0,0.0922,0.24,country
BEIST,Bøgdafest,0.712,0.844,0.103,0.146,0.0,0.138,0.679,country
Jameson Rodgers,Some Girls,0.429,0.831,0.0473,0.0781,0.0,0.312,0.348,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Hellbillies,Råka tå ei pil,0.306,0.771,0.0352,0.00416,0.0,0.114,0.348,country
Randall King,Baby Do,0.674,0.86,0.033,0.00469,0.00345,0.115,0.637,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Randall King,Baby Do,0.674,0.86,0.033,0.00469,0.00345,0.115,0.637,country
Upchurch,Different Cloth,0.615,0.737,0.0268,0.00357,8.75e-06,0.0995,0.629,country
Frankie Ballard,Sunshine & Whiskey,0.67,0.737,0.0434,0.223,0.0,0.325,0.753,country
Jon Pardi,Empty Beer Cans,0.645,0.83,0.0452,0.0192,0.0,0.18,0.471,country
Randall King,I Only Want You for Christmas,0.621,0.844,0.0496,0.0384,2.23e-05,0.0709,0.478,country
The Oak Ridge Boys,The Angels Must Have Cried,0.205,0.443,0.0326,0.985,0.0463,0.103,0.269,country
Avery Anna,Narcissist,0.322,0.48,0.0492,0.746,0.0,0.113,0.304,country
Randall King,Baby Do,0.674,0.86,0.033,0.00469,0.00345,0.115,0.637,country
Upchurch,Vibes,0.898,0.518,0.0526,0.0267,0.00936,0.132,0.307,country
BEIST,Råne-Ræser,0.715,0.649,0.0286,0.639,0.000339,0.491,0.722,country
Robert Earl Keen,Cowboys Don't Cry,0.681,0.564,0.0448,0.42,0.0,0.098,0.42,country
Randall King,I Only Want You for Christmas,0.621,0.844,0.0496,0.0384,2.23e-05,0.0709,0.478,country
Rotlaus,På vei,0.467,0.789,0.029,0.0235,6.21e-06,0.128,0.351,country
Juice Newton,Queen Of Hearts,0.647,0.821,0.0535,0.564,0.000629,0.235,0.969,country
Rotlaus,Når vi to blir en,0.558,0.898,0.0301,0.0096,0.0,0.38,0.737,country
Salebarbes,Gin à l'eau salée,0.494,0.966,0.0724,0.0158,0.0,0.178,0.566,country
Sawyer Brown,Some Girls Do,0.64,0.852,0.028,0.0907,0.0,0.151,0.903,country
Upchurch,Blow My Smoke,0.449,0.848,0.0669,0.0152,0.0,0.882,0.643,country
Lasse Stefanz,I ett fotoalbum,0.593,0.555,0.0254,0.483,0.0,0.0937,0.648,country
AP Dhillon,Summer High,0.86,0.541,0.0325,0.165,0.163,0.0663,0.952,rap
Shubh,No Love,0.768,0.487,0.0431,0.24,0.0,0.175,0.722,rap
Shubh;Ikky,Baller,0.711,0.702,0.233,0.00487,0.0163,0.0932,0.674,rap
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,Insane,0.796,0.572,0.0545,0.416,2.55e-05,0.0975,0.304,rap
The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),0.591,0.764,0.0483,0.0383,0.0,0.103,0.478,rap
Chani Nattan;Inderpal Moga,Daku,0.847,0.558,0.0663,0.325,0.0,0.135,0.495,rap
AP Dhillon;Shinda Kahlon,Dil Nu,0.811,0.655,0.0353,0.0947,1.63e-06,0.068,0.925,rap
AP Dhillon;Shinda Kahlon,All Night (Live),0.723,0.456,0.0359,0.137,2.95e-05,0.081,0.0383,rap
Shubh,Elevated,0.828,0.533,0.091,0.214,2.8e-05,0.307,0.605,rap
AP Dhillon,Wo Noor,0.761,0.554,0.0854,0.193,0.00844,0.0802,0.555,rap
AP Dhillon;Gurinder Gill;Intense,Excuses,0.837,0.717,0.0822,0.0842,0.0,0.149,0.494,rap
Shubh,We Rollin,0.82,0.504,0.141,0.261,7e-06,0.104,0.275,rap
King,OOPS,0.918,0.673,0.184,0.314,0.0,0.0555,0.828,rap
aleemrk;Umair,Cold Hours,0.737,0.613,0.358,0.316,1.26e-06,0.343,0.493,rap
King,Ektarfa,0.748,0.472,0.125,0.596,1.1e-05,0.102,0.364,rap
XXXTENTACION,Hope,0.592,0.457,0.0603,0.661,0.000331,0.146,0.225,rap
AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,0.854,0.611,0.0864,0.223,0.0,0.119,0.417,rap
Maninder Buttar,Sakhiyaan,0.706,0.674,0.044,0.3,0.0,0.202,0.359,rap
The PropheC,Kina Chir,0.622,0.431,0.0293,0.0955,0.0,0.088,0.365,rap
AP Dhillon;Gurinder Gill,TERE TE,0.692,0.488,0.135,0.0508,0.0,0.154,0.299,rap
Sidhu Moose Wala,So High,0.538,0.763,0.205,0.0152,0.0,0.109,0.484,rap
Akhil,Khaab,0.662,0.661,0.0514,0.417,0.0,0.0784,0.222,rap
King,Tu Aake Dekhle,0.77,0.84,0.107,0.515,0.00452,0.145,0.192,rap
Sidhu Moose Wala,The Last Ride,0.792,0.647,0.334,0.0299,0.0,0.119,0.638,rap
Badshah;Nikhita Gandhi,Jugnu,0.716,0.803,0.0445,0.03,0.0,0.0817,0.325,rap
Sidhu Moose Wala;Sunny Malton;The Kidd,Levels,0.592,0.728,0.311,0.00148,0.0,0.379,0.577,rap
Sidhu Moose Wala,0 to 100,0.742,0.675,0.0907,0.139,0.0,0.167,0.679,rap
AP Dhillon;Gurinder Gill,DESIRES,0.863,0.387,0.256,0.365,0.00238,0.06,0.39,rap
Sidhu Moose Wala,295,0.557,0.794,0.2,0.179,0.0,0.106,0.432,rap
Karan Aujla,Sheesha,0.708,0.672,0.0582,0.322,0.0,0.135,0.399,rap
Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob,"Duniyaa (From ""Luka Chuppi"")",0.435,0.658,0.0368,0.699,0.0,0.125,0.524,rap
AP Dhillon;Shinda Kahlon;Gminxr,SPACESHIP,0.69,0.683,0.0968,0.076,0.000113,0.134,0.549,rap
Vilen,Chidiya,0.486,0.494,0.0324,0.715,0.0,0.109,0.414,rap
Sidhu Moose Wala,Everybody Hurts,0.738,0.599,0.0393,0.434,0.0,0.13,0.575,rap
Sachin-Jigar;Shreya Ghoshal;Tochi Raina,Saibo,0.619,0.429,0.028,0.738,1.35e-05,0.136,0.545,rap
Sidhu Moose Wala;Sunny Malton,Never Fold (feat. Sunny Malton),0.814,0.786,0.232,0.069,0.0,0.0976,0.797,rap
Anirudh Ravichander,Vikram - Title Track,0.638,0.842,0.0524,0.174,0.000356,0.126,0.145,rap
Anirudh Ravichander,Rolex Theme - Background Score,0.61,0.925,0.114,0.00804,0.767,0.131,0.442,rap
Anirudh Ravichander;Adithya RK,"Bae (From ""Don"")",0.697,0.663,0.0486,0.0701,1.04e-05,0.112,0.407,rap
Dabzee;SA,"Manavaalan Thug - From ""Thallumaala""",0.809,0.583,0.0605,0.356,0.0,0.0622,0.478,rap
Anirudh Ravichander,Lokiverse - Background Score,0.64,0.86,0.101,0.302,0.468,0.109,0.516,rap
Anirudh Ravichander;Anthony Daasan,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",0.827,0.717,0.111,0.0908,0.000523,0.0511,0.772,rap
Anirudh Ravichander,Once Upon a Time,0.646,0.879,0.0823,0.00659,0.0607,0.117,0.429,rap
Anirudh Ravichander;Jonita Gandhi,"Private Party (From ""Don"")",0.862,0.886,0.123,0.184,1.33e-06,0.0565,0.896,rap
Anirudh Ravichander;Kamal Haasan,"Pathala Pathala (From ""Vikram"")",0.826,0.779,0.375,0.35,0.0,0.0657,0.936,rap
Anirudh Ravichander;Jonita Gandhi,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",0.608,0.757,0.164,0.259,0.00216,0.259,0.625,rap
Anirudh Ravichander,"Life of Pazham (From ""Thiruchitrambalam"")",0.503,0.665,0.0801,0.124,0.000155,0.175,0.597,rap
Anirudh Ravichander;Rokesh,"Jalabulajangu (From ""Don"")",0.635,0.823,0.153,0.0261,0.0,0.0481,0.457,rap
Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,Bimbilikki Pilapi,0.645,0.947,0.238,0.426,2.26e-06,0.463,0.823,rap
Anirudh Ravichander;Vijay Yesudas;Shweta Mohan,Nee Paartha Vizhigal - The Touch of Love,0.665,0.596,0.0278,0.293,3.67e-05,0.247,0.644,rap
Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),0.736,0.704,0.0615,0.0203,0.0,0.0501,0.894,rap
Lil Nas X,THATS WHAT I WANT,0.737,0.846,0.22,0.00614,0.0,0.0486,0.546,rap
AP Dhillon;Amari,Ma Belle,0.908,0.314,0.116,0.0424,4.15e-05,0.0727,0.244,rap
Bohemia;Sidhu Moose Wala,Same Beef,0.779,0.854,0.219,0.0462,0.0,0.21,0.379,rap
AP Dhillon,Summer High,0.86,0.541,0.0325,0.165,0.163,0.0663,0.952,rap
AP Dhillon;Intense,Toxic,0.802,0.737,0.0432,0.309,0.0,0.0815,0.577,rap
King,Maan Meri Jaan,0.698,0.505,0.0356,0.354,0.0,0.0995,0.396,rap
Yo Yo Honey Singh,Desi Kalakaar,0.751,0.67,0.267,0.0796,0.00018,0.0908,0.766,rap
AP Dhillon;Gurinder Gill;Money Musik,Saada Pyaar,0.743,0.655,0.0866,0.0391,0.0,0.118,0.164,rap
XXXTENTACION,Everybody Dies In Their Nightmares,0.734,0.57,0.133,0.847,2.14e-05,0.112,0.689,rap
Armani White,BILLIE EILISH.,0.9,0.509,0.257,0.115,1.67e-06,0.0937,0.765,rap
Imran Khan,Amplifier,0.727,0.714,0.0872,0.0209,0.0,0.153,0.618,rap
